ID_REF	VALUE
10351487	5.666872372
10351489	11.46509827
10351491	11.60722003
10351500	7.493943009
10351502	6.819672066
10351504	11.65165789
10351507	5.193572433
10351509	5.150576573
10351515	8.189656712
10351517	6.417172516
10351525	11.60229597
10351533	5.467096034
10351546	7.133387822
10351551	8.506325038
10351563	10.18811232
10351574	10.56381594
10351583	10.78349005
10351588	6.224678858
10351603	6.17255332
10351616	8.072421141
10351623	8.825833477
10351636	8.967855949
10351640	5.781032158
10351644	5.837975198
10351658	5.417882651
10351665	12.10761125
10351667	4.540702258
10351679	5.430084078
10351689	5.130741462
10351691	4.813313349
10351703	12.9075636
10351738	11.04960477
10351749	10.6454875
10351769	8.416580822
10351781	8.231221037
10351788	9.143280142
10351792	6.350266946
10351801	8.204946685
10351825	12.36974363
10351832	5.813917632
10351843	6.978396893
10351852	5.298304416
10351857	5.341354857
10351859	4.933583166
10351861	4.617063638
10351863	4.827040674
10351865	4.752017748
10351867	6.687532595
10351873	4.179616143
10351880	5.325650491
10351884	5.903099024
10351886	5.014536511
10351888	5.14197084
10351891	5.197014751
10351893	4.986425544
10351895	5.360760577
10351897	5.671672681
10351899	4.77357822
10351903	5.879354777
10351905	5.006241464
10351959	5.001290635
10351961	5.702936858
10351963	4.70825247
10351966	5.626703529
10351968	5.841160444
10351971	7.970337624
10351998	5.501910922
10352000	4.506232767
10352020	5.680281593
10352048	8.674817771
10352064	4.437759462
10352066	8.310195453
10352092	8.061318804
10352097	5.22679731
10352104	5.327158578
10352110	6.234235159
10352119	10.26491263
10352125	6.797268151
10352127	10.62049899
10352131	4.166545942
10352133	6.957868063
10352143	10.56068143
10352150	7.034271079
10352152	9.799335782
10352166	8.364768513
10352178	9.877282293
10352192	5.662943097
10352194	10.01648615
10352234	9.623442818
10352242	10.23507829
10352267	8.351193674
10352281	10.31563347
10352292	7.127033648
10352294	10.01516496
10352302	4.234840495
10352306	8.49491877
10352314	5.419461024
10352320	9.86440083
10352344	5.209453366
10352348	10.97558806
10352354	6.214058538
10352356	9.12503783
10352358	7.132194733
10352369	4.752642365
10352377	4.397404797
10352393	8.995053568
10352396	10.29946184
10352416	5.628252842
10352439	9.554566022
10352448	10.34799589
10352454	4.956323879
10352457	13.43813545
10352459	9.506685043
10352497	4.584962501
10352499	7.267827435
10352501	4.688636095
10352503	10.21055276
10352514	10.90558128
10352548	6.836262229
10352554	6.548402499
10352556	11.08733514
10352558	6.039731936
10352562	8.212775048
10352576	7.08793864
10352586	5.526465749
10352661	10.62773568
10352690	10.06674431
10352703	7.409358942
10352705	5.304527469
10352709	8.545870632
10352717	7.196828612
10352722	6.543998759
10352725	9.596469321
10352735	10.59944501
10352756	10.19733908
10352767	8.881220958
10352777	8.33254674
10352781	5.958393932
10352792	8.172681721
10352794	7.041829199
10352798	6.927691102
10352813	5.029600152
10352815	9.510715398
10352827	6.884258012
10352829	7.921924522
10352838	7.03285319
10352864	6.315658171
10352867	10.42026669
10352905	12.34751743
10352914	6.442841011
10352916	4.704850114
10352918	4.538092498
10352920	8.680828635
10352926	6.239103465
10352928	4.436751845
10352936	5.427944248
10352945	11.20385084
10352947	9.969088454
10352954	10.1801695
10352957	6.366142085
10352969	6.58013689
10352971	7.801004508
10352973	6.408814082
10352980	6.821489177
10353002	9.899528133
10353004	11.06510117
10353008	6.443364734
10353010	8.575731606
10353028	9.812166553
10353032	9.054297596
10353034	6.8396488
10353036	7.118941073
10353038	4.819083886
10353048	5.97789818
10353050	10.05264901
10353061	8.64163186
10353064	9.893235387
10353102	5.570512629
10353115	5.34726964
10353117	7.258702924
10353127	5.999851147
10353135	10.1796352
10353165	5.258648264
10353167	12.30962215
10353181	8.60574966
10353189	13.60952355
10353192	10.12653606
10353213	5.685995524
10353219	13.28626521
10353221	5.170574268
10353250	13.96251577
10353252	7.059682231
10353258	6.104543403
10353265	11.98654881
10353272	9.920365362
10353288	8.150017447
10353296	11.19444816
10353303	4.656752166
10353305	8.909054937
10353307	6.915556275
10353309	7.789616129
10353311	7.555351897
10353317	5.712955584
10353320	4.377608963
10353330	4.205509031
10353333	4.875162019
10353336	4.284357477
10353341	12.58888325
10353343	6.880837818
10353346	5.494689594
10353413	4.188722868
10353415	6.488591245
10353420	9.969522941
10353438	10.96279445
10353450	4.763069292
10353460	8.761199591
10353475	10.18670531
10353477	8.757067463
10353479	7.731556564
10353519	5.335845013
10353522	8.075852945
10353524	8.193662946
10353533	10.89366186
10353545	7.896436432
10353549	9.585877157
10353574	6.511236417
10353624	13.49713206
10353626	13.51328421
10353630	13.51884319
10353632	8.954936781
10353667	4.443107191
10353669	5.046764006
10353672	5.363182434
10353674	5.577699667
10353676	4.436001886
10353679	6.012365305
10353684	4.287626692
10353686	5.855748813
10353689	10.43885972
10353707	11.7372279
10353716	6.954580202
10353721	5.192014488
10353727	4.283607278
10353729	6.33492558
10353731	6.496509071
10353733	10.25525735
10353750	8.309442065
10353754	9.11243935
10353773	10.38753304
10353775	7.151354524
10353783	8.271101935
10353786	5.709612559
10353792	6.32156431
10353794	11.93867633
10353803	11.0063103
10353844	6.929133754
10353849	9.995035585
10353871	9.816211367
10353878	7.802779613
10353891	7.704922718
10353899	10.14315716
10353915	5.108156544
10353923	7.682035417
10353934	10.357868
10353947	11.40098881
10353989	6.825650686
10353991	13.63599636
10353993	10.15574127
10354003	8.417674318
10354019	6.96807674
10354031	6.73382436
10354054	7.896485839
10354065	5.470094195
10354072	5.475679386
10354079	10.4842742
10354085	9.395909701
10354111	9.459963863
10354141	8.707100321
10354157	8.349392482
10354168	8.911111871
10354191	9.261898071
10354203	6.35710558
10354205	7.239192179
10354207	6.865006699
10354216	5.663876963
10354220	7.161326917
10354227	5.099010972
10354229	4.795192893
10354233	9.018312585
10354247	8.97505474
10354258	10.45791189
10354267	5.296729768
10354273	5.324757113
10354275	9.07783031
10354286	9.161448359
10354299	5.15059814
10354307	13.63182742
10354309	9.570203901
10354368	9.354219183
10354370	4.108078198
10354372	13.07010283
10354374	8.03925291
10354384	4.38217163
10354389	11.02941092
10354400	6.799885387
10354404	12.31864609
10354406	4.148287431
10354408	4.172520158
10354411	6.914640519
10354414	6.269903982
10354416	4.314487283
10354418	6.842238067
10354432	10.35157522
10354468	5.745345718
10354470	13.04160628
10354472	9.647206868
10354492	4.308906021
10354494	10.47970813
10354504	5.682577174
10354506	8.520552761
10354521	8.839792181
10354529	6.401576798
10354534	4.77011418
10354542	8.332451501
10354555	11.6705195
10354563	6.33840737
10354576	6.288068647
10354581	4.523696058
10354588	9.209454097
10354598	8.359219509
10354630	9.210694719
10354644	5.53195437
10354647	6.17020089
10354649	10.6172149
10354677	8.85175791
10354704	11.64077672
10354730	7.348411966
10354732	11.46032002
10354737	5.632061395
10354739	9.806659008
10354741	9.210545306
10354753	4.994719959
10354765	4.464485305
10354768	11.966301
10354773	4.256665522
10354777	8.049281159
10354788	4.835470736
10354792	8.028141452
10354803	6.026196745
10354807	7.213374697
10354816	11.27857949
10354832	9.600606879
10354845	9.57284788
10354868	8.34494005
10354881	5.539158935
10354883	4.874509185
10354897	10.14219808
10354916	5.611613356
10354919	4.533857837
10354921	4.413224493
10354938	8.558741476
10354955	6.034424699
10354979	9.19718489
10355017	10.56265151
10355024	5.773607784
10355037	7.669529693
10355050	10.2007124
10355069	10.05548947
10355084	9.835346672
10355105	7.515423019
10355109	6.020631317
10355113	5.208949894
10355115	12.17668935
10355117	5.709297474
10355121	5.229598689
10355134	5.744725413
10355138	5.690537613
10355141	10.73557565
10355147	7.617914439
10355152	8.061894977
10355162	7.913409331
10355173	13.47207495
10355176	5.137556558
10355188	5.114817006
10355191	4.518793127
10355193	5.429747675
10355197	4.579563162
10355199	5.02395058
10355202	5.86912332
10355205	5.246115794
10355214	11.66076019
10355225	4.851662102
10355227	8.619616407
10355246	10.36568543
10355259	9.494373666
10355264	8.251405859
10355266	10.208592
10355278	8.528029347
10355310	7.427265152
10355312	8.677373635
10355325	7.126618476
10355327	7.96148749
10355329	8.376303756
10355341	5.84121928
10355343	5.629356912
10355401	10.17914886
10355403	13.52163454
10355452	9.610643706
10355454	7.223399766
10355456	7.162550545
10355464	8.314291844
10355474	7.629854264
10355479	4.679058743
10355500	13.16705319
10355511	5.336019679
10355514	10.83991945
10355528	8.734702712
10355530	10.76908308
10355532	9.990503579
10355534	10.7373933
10355536	11.74247711
10355550	5.629983692
10355554	10.544785
10355567	10.50112044
10355582	9.124991656
10355611	9.977169756
10355628	10.22556029
10355639	7.713311929
10355658	7.458398082
10355662	6.130047237
10355668	6.902197337
10355670	6.362678177
10355706	7.136500256
10355711	8.017439482
10355717	5.811349902
10355730	8.849494053
10355742	8.238553587
10355763	9.72217995
10355785	8.834102823
10355806	7.383652113
10355813	8.52183977
10355836	7.272796041
10355844	9.773988416
10355864	10.4560375
10355871	9.562072764
10355893	10.08877698
10355914	4.569610663
10355916	7.738803566
10355931	10.05901113
10355954	5.067219992
10355958	11.93117407
10355960	6.193768984
10355967	6.735192741
10355974	7.921502742
10355984	11.12325944
10355996	12.32801148
10355998	4.736529708
10356001	11.63486799
10356018	6.91785598
10356020	8.807448759
10356082	9.752300522
10356084	10.15258958
10356088	6.687203075
10356137	5.100837155
10356143	7.433089227
10356145	6.585350624
10356154	8.156869832
10356170	11.17091338
10356172	8.310515175
10356177	8.44438166
10356194	11.39295345
10356240	6.54978513
10356248	5.710986019
10356262	6.523723215
10356267	7.776583249
10356269	9.221805805
10356271	7.607157328
10356274	6.373156268
10356278	7.119151027
10356291	5.442121556
10356293	6.219090961
10356299	5.703932358
10356305	5.30657322
10356312	11.93429504
10356329	6.911199136
10356331	5.436030079
10356333	11.5515463
10356335	6.19660429
10356339	12.18580446
10356345	7.843025643
10356351	13.27144421
10356353	6.36145835
10356367	6.063776226
10356379	9.649131306
10356401	5
10356403	5.965086198
10356406	6.570683083
10356423	9.01858633
10356457	6.802398877
10356461	10.68217884
10356470	5.18262318
10356475	6.78682119
10356482	8.414961826
10356484	6.344742763
10356489	6.277220697
10356498	5.617894829
10356508	5.282724461
10356510	5.828966628
10356512	6.285401941
10356514	5.462189578
10356520	11.18979393
10356568	6.738838484
10356577	9.551805047
10356593	9.401860178
10356601	8.53267899
10356626	10.01108913
10356628	9.840665178
10356657	11.51250804
10356671	5.311195376
10356673	7.221749989
10356675	4.421249964
10356677	10.26274391
10356681	5.091080739
10356689	5.942229645
10356710	6.457713395
10356712	10.32370219
10356762	9.132855957
10356764	5.981259177
10356771	7.561663093
10356778	13.56291436
10356780	8.354920558
10356800	12.35148967
10356833	11.42509282
10356848	8.716772142
10356859	11.06323462
10356866	5.867106718
10356873	8.907111642
10356876	4.288028787
10356878	4.54102597
10356880	7.15064771
10356886	4.731026036
10356900	4.191165128
10356916	4.388425833
10356918	5.054679328
10356932	9.639622527
10356936	10.25934229
10356968	11.68641268
10356995	6.022367813
10356997	7.697118045
10356999	12.82657021
10357001	6.252457291
10357003	6.292537538
10357008	9.443251404
10357043	10.60275036
10357051	9.697398011
10357064	10.14618361
10357072	4.36115747
10357077	4.520441736
10357084	4.861475246
10357090	4.576493598
10357097	5.516187434
10357103	9.099617386
10357115	9.237929694
10357120	9.90774559
10357122	7.034148131
10357124	10.50619659
10357133	7.750456842
10357135	4.138065492
10357137	9.917871491
10357155	7.611209642
10357158	10.60084193
10357164	9.991730441
10357191	8.387986149
10357220	8.708789728
10357222	5.500370837
10357239	6.357604433
10357242	12.79810837
10357249	7.157819334
10357261	6.251752225
10357280	9.696103563
10357288	6.092857333
10357292	9.623598884
10357298	9.129490132
10357300	7.528320795
10357328	5.225794327
10357332	11.09199655
10357339	8.605550262
10357345	7.640594829
10357363	6.300202558
10357369	12.14826166
10357371	7.381574097
10357381	4.942415038
10357391	8.582657119
10357418	6.022216078
10357436	10.77544246
10357454	10.68257742
10357472	8.41511817
10357476	4.240915709
10357478	12.57519673
10357480	5.14974712
10357488	9.212605328
10357500	4.488215488
10357514	4.433580634
10357516	5.126824508
10357529	4.238195371
10357535	7.820103889
10357553	5.512230237
10357562	5.21154843
10357570	5.356923944
10357579	10.67755995
10357590	6.835777448
10357594	6.730604499
10357604	7.766478687
10357630	10.09658208
10357656	5.398346163
10357658	6.521018376
10357660	6.989780492
10357676	7.663778032
10357696	5.604811553
10357698	8.288429901
10357705	7.003378035
10357736	8.966879163
10357773	9.982591874
10357788	7.687114522
10357790	8.762675697
10357808	11.34569176
10357814	11.23377904
10357833	10.5117738
10357856	5.546405496
10357858	7.962173378
10357870	9.121775414
10357875	11.58943861
10357878	6.246502338
10357886	4.32417176
10357888	6.804281802
10357917	10.46449868
10357927	4.500371857
10357932	8.342524523
10357944	9.958954729
10357946	9.159236613
10357948	9.031005289
10357950	7.985841937
10357952	8.186555129
10357954	8.233150509
10357965	10.29720586
10357986	6.328233768
10358023	7.220206307
10358027	6.200298554
10358038	10.94663796
10358050	10.8847928
10358057	11.04883055
10358064	11.60060906
10358091	10.54023578
10358124	6.785410957
10358140	5.911937203
10358155	5.893795512
10358177	8.605777101
10358188	7.104424414
10358191	10.80838191
10358210	5.85305155
10358222	4.532676217
10358224	6.051837987
10358259	10.78455797
10358272	6.238887722
10358281	4.600588282
10358283	5.746833096
10358299	5.331232409
10358315	4.634871849
10358324	4.708124979
10358330	4.869730485
10358339	9.370863919
10358357	7.270496799
10358359	10.42150619
10358379	9.932675588
10358389	8.781834938
10358399	4.628658012
10358408	5.598423659
10358415	4.684159165
10358419	4.179795501
10358421	4.725991834
10358428	4.536743114
10358430	4.421653518
10358432	10.71595024
10358434	10.04165888
10358454	13.12933132
10358457	7.971543037
10358459	8.739707174
10358476	6.721213916
10358490	9.476734662
10358513	8.711319549
10358515	9.249198092
10358517	9.712366094
10358519	9.456851931
10358521	9.614000173
10358523	9.133597174
10358525	9.536725897
10358527	10.89587379
10358529	10.78287293
10358531	11.13015906
10358533	11.23659642
10358535	10.28886112
10358537	10.64585951
10358539	10.50745761
10358541	10.15987121
10358543	8.959762042
10358545	9.258664016
10358547	9.60396862
10358549	9.988031151
10358551	9.228860047
10358553	9.55247996
10358555	10.47868399
10358557	8.718525341
10358559	9.981719963
10358561	9.898139409
10358563	10.29499125
10358565	9.928266885
