"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lamtor1",2945.33763714994,0.917531331185818,0.0972409519162056,9.43564735952474,3.88587222555236e-21,6.76415527324623e-20
"Ptma",4881.1809727458,-1.11817232168838,0.118617585773943,-9.42669937507712,4.23196322529631e-21,7.3522095486349e-20
"Akap8l",266.383798670465,2.2573311153367,0.239524893154876,9.42420257704537,4.33386042804753e-21,7.51455916325201e-20
"Atp5h",2193.79958279002,1.282795703643,0.136132581945299,9.42313504461747,4.37816476999385e-21,7.57661004457108e-20
"Arl6ip5",743.66538179938,1.15999995870732,0.123135058521347,9.42054986319124,4.48731859412352e-21,7.75042696985024e-20
"Fat1",577.310623776307,-1.35267856850655,0.1436272759839,-9.41797830001438,4.59856702379457e-21,7.92718094508773e-20
"Ccdc141",68.2540167432063,6.00040170220849,0.637358656484046,9.41448216191082,4.75420043692972e-21,8.17497127218889e-20
"Btg1",1444.12318119648,1.09451275940524,0.11626018360692,9.41433881702637,4.76069153343884e-21,8.17497127218889e-20
"Timp2",2984.64410382292,1.02674780540499,0.109086598532735,9.41222679243123,4.857352755931e-21,8.32488492562741e-20
"S100a10",2202.14658701299,-1.17916720390251,0.125508590900815,-9.39511148551074,5.71572602016658e-21,9.77718902872725e-20
"Strn3",3007.43139186934,0.865768573021936,0.0921928126914725,9.3908467238034,5.95198292240612e-21,1.01617827437241e-19
"Gpx4",1151.07188260121,1.18784134287657,0.126532975495375,9.38760301989408,6.13811896562749e-21,1.04594958236124e-19
"Tmem140",109.818439536961,3.16819259256503,0.33755259226188,9.38577473612493,6.24555776550507e-21,1.06222249185789e-19
"Dbi",2970.256424678,0.871973051711421,0.0929071801410739,9.3854215614701,6.26652534006769e-21,1.06263118287788e-19
"Lpl",316.147849887425,2.05739105819101,0.219213455428818,9.38533200056724,6.27185352457434e-21,1.06263118287788e-19
"Nuf2",344.627461200157,-1.83162819059115,0.195171381096436,-9.38471706405629,6.30855870809604e-21,1.06681805529495e-19
"RGD1564664",580.927665924844,1.38298132547783,0.14738456389772,9.38348826297423,6.38254269243769e-21,1.07728116222454e-19
"Map1lc3b",947.423486009091,1.11265563867078,0.118722273783808,9.3719198867174,7.12249717907689e-21,1.19989796227062e-19
"Iffo1",352.834844925861,1.86398140898371,0.19895681605353,9.3687738171393,7.33800242586147e-21,1.23386638143739e-19
"Acsl4",858.705302502924,1.09508061061398,0.117073822259964,9.35376149402842,8.45848453473985e-21,1.41958905540587e-19
"Eef1g",8813.89306728529,0.778644990275569,0.0833700737981775,9.33962217858311,9.6678486547715e-21,1.6195012012089e-19
"Scrn1",1453.63905533975,-1.16011558498445,0.124250478392496,-9.33691040866454,9.91861330630322e-21,1.65671594065632e-19
"Gaa",787.322528030011,1.2041111067179,0.128963752836852,9.33681813866863,9.92725796930655e-21,1.65671594065632e-19
"Tmem256",528.31324177196,1.35722257703713,0.145708012615115,9.31467359054724,1.22328087620341e-20,2.03765606626018e-19
"Snx18",541.000413839033,-1.33778159254484,0.143851783155894,-9.29972199993567,1.40813374637275e-20,2.34118685495059e-19
"Cenph",239.162743844782,-1.89206245701875,0.203485724641784,-9.29825647646556,1.42767504737884e-20,2.36924804970798e-19
"Ncaph",175.669220113362,-2.11245878329624,0.227228872999462,-9.29661250971939,1.44991495067519e-20,2.40167476466588e-19
"Ccl7",64.8436254680628,5.54802135233157,0.596996446801219,9.29322340536289,1.49685011383126e-20,2.47481073652957e-19
"Dusp27",634.057736840406,1.35437932174999,0.145813444432951,9.28843925892425,1.5656722938874e-20,2.58379500076594e-19
"Fcho2",345.876252914164,1.57973439087059,0.170197329198023,9.28178132003817,1.66668449448638e-20,2.74539973675117e-19
"Tspan7",398.959536738372,-1.77711255029983,0.191715783439553,-9.26951614737628,1.86992245479916e-20,3.07448433187403e-19
"Cacna2d1",1059.93189946978,1.07091171888944,0.115605413825538,9.26350837258864,1.97822924308114e-20,3.24655887771343e-19
"Rock2",2940.791231461,-0.909162032827244,0.0982815141198888,-9.25059041844026,2.23256002002589e-20,3.65720467368881e-19
"Fgf13",63.823331907749,5.51390412967947,0.596655655208964,9.2413506543374,2.43405043371159e-20,3.97994092056334e-19
"Smyd1",79.6230096450355,3.50163815014861,0.379388789740627,9.22968270238702,2.71434761441045e-20,4.43011413397816e-19
"Hist1h2bg",193.606786749468,2.21560466482269,0.240094121159258,9.22806711853245,2.75559344438212e-20,4.48919481461153e-19
"Htatsf1",911.792279290976,1.11193541799908,0.120698391188807,9.21251233796226,3.18579507550858e-20,5.18055707434165e-19
"Slc2a4",144.165437941465,2.54097707147742,0.276031328466886,9.20539377030257,3.40420764713718e-20,5.52562536884767e-19
"Parva",1432.58537623762,-0.980659122180145,0.106663266618752,-9.1939723324369,3.78596035142429e-20,6.13408330162459e-19
"Rtn4",2898.84176975437,0.808594491556362,0.08800592899646,9.18795472960563,4.00381326250848e-20,6.47525799454781e-19
"Prrc2a",1440.83256676931,-1.41154763764773,0.15370841548665,-9.18328143048434,4.18150707113158e-20,6.75036395602821e-19
"Klhl31",282.591180186341,1.79726902398034,0.195754339018214,9.18124744000238,4.26126007504872e-20,6.86665006658666e-19
"Tmem150a",400.38311912267,1.52054352118287,0.165634586504518,9.18010877602179,4.30656181192371e-20,6.92710078066209e-19
"Sgol2",411.215936450831,-1.53727062463714,0.167566791239594,-9.17407687564467,4.55459992376045e-20,7.31284590647098e-19
"Pla1a",61.6283868145538,5.19343629302114,0.566620352142629,9.1656366972746,4.92553379808569e-20,7.89416633044544e-19
"Ankrd52",328.239391988408,-2.1570677302763,0.235438870588097,-9.16190145190645,5.09907940473481e-20,8.15760994696333e-19
"Vcam1",68.7453601242187,5.46505550588441,0.597070305844827,9.15311890808504,5.53130451467635e-20,8.83320532460433e-19
"Srl",281.0923749304,6.92575399857174,0.756799631784184,9.15137072971879,5.62156526848373e-20,8.96125861347003e-19
"Mt-atp8",13292.1966382545,2.3125782187896,0.252760343447346,9.14929212094279,5.73078280224353e-20,9.11901843040361e-19
"Tjp2",270.676821514409,-1.75501293270625,0.191854693641324,-9.14761530925733,5.82041473873564e-20,9.2451051966167e-19
"Hsp90b1",5976.31560526366,-0.747981617828957,0.0818004368067723,-9.1439807295385,6.01948120588144e-20,9.54425763392432e-19
"Bdh2",332.348760497892,1.81957812337576,0.199039483477167,9.1417948418485,6.14242784475031e-20,9.71040486074188e-19
"Cox8a",7019.06367504416,1.0872396233644,0.118931493462863,9.14173018187061,6.14610223338694e-20,9.71040486074188e-19
"Tmpo",481.097547260078,-1.33371013030187,0.145912207997145,-9.140497211364,6.21658457701049e-20,9.80434748448728e-19
"Myoz2",78.5021964411224,4.02715471059009,0.440755029727689,9.13694555698703,6.42410984893546e-20,1.01137092223506e-18
"Cd44",572.064440176084,-1.35024423160811,0.147960509480007,-9.12570682781109,7.12696497286795e-20,1.12004158010001e-18
"Cdk1",766.741398323941,-1.58267846639028,0.173515738600651,-9.12123867929259,7.42705289163597e-20,1.16514348273548e-18
"Myl12a",8687.04437473226,-0.808850754528242,0.0887671692923297,-9.11204853074136,8.08408720570972e-20,1.26598513547162e-18
"Trappc6a",184.482226245051,2.41345559320564,0.265156743641554,9.10199589895482,8.86867866736705e-20,1.3864129480884e-18
"Fcf1",1564.4571681621,1.01931379103453,0.112061629789225,9.09601076614492,9.37107046613928e-20,1.46238020695279e-18
"Celsr2",119.719268319766,-2.589505387045,0.284845068077122,-9.09092583040228,9.81992464353841e-20,1.52974132581916e-18
"Thbs2",293.217300841809,10.8141448341292,1.1906974485876,9.08219367309215,1.06408219582612e-19,1.65472222585197e-18
"Ncapg",354.689962566728,-1.84876147520785,0.203925166643151,-9.06588189011026,1.23600299266616e-19,1.91871668756814e-18
"Etv4",84.723518587851,-3.31391717403467,0.36602298335044,-9.053849962372,1.38014412463374e-19,2.13874250672773e-18
"Bri3",2922.75532775095,0.818336940863057,0.0904894348061023,9.04345289167251,1.5179943055822e-19,2.34827119098324e-18
"Grn",4384.20033747755,0.895810739646371,0.0991058875072108,9.03892555910155,1.58219255837899e-19,2.44333382062173e-18
"Idh1",406.512352899877,1.58560265323916,0.175758077791772,9.02150656835064,1.85520119699112e-19,2.85996787647071e-18
"Myocd",79.5432949194502,-3.45276816295325,0.382759379870164,-9.02072775884541,1.86843879619965e-19,2.87539153844219e-18
"Csf1",313.918786014737,-1.63867058690761,0.181908889516866,-9.00819410892879,2.09477346917048e-19,3.21813644357019e-18
"Dkk3",279.076715545873,10.7429258030172,1.19348754186536,9.00128859847717,2.23083685065602e-19,3.42125754941126e-18
"RGD1310335",301.511033486971,-1.75658551297305,0.195763194346095,-8.9730121070028,2.88514370288195e-19,4.41710038504904e-18
"Hnrpd",1063.41702500342,-1.02102058116089,0.11380941894101,-8.9713188122866,2.92985090284281e-19,4.47783913759223e-18
"Ncapd3",136.638079496689,-2.33541999852145,0.260388026835683,-8.96899917750523,2.99220795578198e-19,4.56111935274509e-18
"Foxf1",761.488113570432,-1.44225457094323,0.160805980457027,-8.96891127335061,2.99459662957069e-19,4.56111935274509e-18
"Snrpa",248.781312022672,-1.82286663107684,0.203309784700968,-8.96595623156037,3.07600133270242e-19,4.67709946228856e-18
"Rraga",728.869526455875,1.35718787231069,0.151620616979539,8.95120927052974,3.5160908035463e-19,5.33713783234544e-18
"Nsdhl",241.353654647353,1.74723332390614,0.195217699308014,8.95017885212018,3.54906850986922e-19,5.37801778454629e-18
"Sparc",39004.0839433113,0.813464935937176,0.0909039260056375,8.94862270180419,3.59945188622475e-19,5.44508920543694e-18
"Ndufb8",2382.97601145949,1.23021418476428,0.137550388620085,8.94373470773781,3.76235072580524e-19,5.68185224211165e-18
"Chchd3",808.492435648562,1.13733358325477,0.127194739975265,8.94167151468644,3.83327585208225e-19,5.77915062784265e-18
"Dnaja2",2506.51818665035,0.926862706254477,0.104048745398404,8.90796619128379,5.19772419770774e-19,7.82297068335201e-18
"Cox7c",3442.32011562397,1.24392130060705,0.139711038853163,8.90352910419927,5.40985798997217e-19,8.12849439540582e-18
"Tmsb4x",14732.5829914345,-1.16119535731192,0.130451403285958,-8.90136348143767,5.51647826357282e-19,8.27471739535922e-18
"AY172581.21",114.519288856921,2.87124599173085,0.322582626822016,8.90080789538322,5.54416438997391e-19,8.30224616983467e-18
"Spag5",117.91097972225,-2.73002040147873,0.306907865009168,-8.89524418475617,5.82909845442274e-19,8.71425726925888e-18
"Ndufs3",424.611883910393,1.57268626788909,0.176924961315318,8.88900162078446,6.1660429810259e-19,9.20250877789016e-18
"Tcf19",263.782322260772,-1.67293677053082,0.188303486928272,-8.8842580550198,6.43487660838097e-19,9.58764278585406e-18
"Dcaf6",323.190034401524,1.75949758564867,0.198118879979109,8.88101924377019,6.62504902933553e-19,9.85448346420394e-18
"Pak3",115.67176443068,-2.60450397583623,0.293273317943366,-8.88080782152567,6.63765429940211e-19,9.856750416224e-18
"Fxyd1",164.309255066731,2.16119129979593,0.243465490839886,8.87678698258401,6.88194203232939e-19,1.02024790629283e-17
"Il4r",151.15835576853,2.40638316498266,0.271320715246045,8.86914647412913,7.3708671511528e-19,1.09091286704666e-17
"Sec61a1",1693.33549118005,-0.897335038639582,0.101234461488175,-8.86392860147134,7.72432325043971e-19,1.14132650021032e-17
"Ttk",287.809123400603,-1.73754215679235,0.196046828997113,-8.86289345092107,7.79640841367737e-19,1.15006721127131e-17
"Nusap1",939.155597756337,-1.09906372302078,0.124075145064875,-8.85804906733023,8.1426877388489e-19,1.1991590635275e-17
"Ddhd1",137.003029507106,-2.56095545531019,0.289338152493097,-8.8510811078442,8.66755373125201e-19,1.27425034753216e-17
"Mir125b1",122.677537739529,-2.78035372513769,0.314135726640252,-8.85080393393697,8.68910907513659e-19,1.27425034753216e-17
"Utrn",921.887789875764,-1.13135858711117,0.12782671270478,-8.85072112997288,8.69555886399127e-19,1.27425034753216e-17
"Foxm1",105.833970110021,-2.88812321529333,0.32653825255977,-8.84467039513138,9.17988711203602e-19,1.34301144509145e-17
"Camk2b",132.925076121225,2.63985628683847,0.298508359184447,8.84349200153325,9.27726468373375e-19,1.35502905356013e-17
"Slc4a3",194.728985111711,2.48271374688513,0.281074018033013,8.83295355529279,1.01947360814251e-18,1.48659307285699e-17
"Hyou1",413.80456543846,-1.53571501274442,0.173976433662275,-8.82714388619762,1.07382618225347e-18,1.56328705256049e-17
"Rnf26",182.146274773243,-1.94763558939064,0.220920536253488,-8.8160006417687,1.18620804607774e-18,1.72407198853946e-17
"Anxa4",916.399259638249,1.00518610513854,0.114040361693728,8.81430127201902,1.20433796951189e-18,1.74756708626562e-17
"AABR07021704.1",222.267215797114,-2.1434290275412,0.243512861788645,-8.80211834314348,1.34257496747345e-18,1.94498441949126e-17
"Bves",147.234752726824,2.12350537653653,0.241304660268328,8.80010097681168,1.36693102354349e-18,1.97700595717354e-17
"Alyref",591.802324383737,-1.27007295120467,0.144327765856694,-8.79992109394775,1.36912385567049e-18,1.97700595717354e-17
"Zwilch",166.787315015071,-2.06965890554414,0.235391328034928,-8.79241781259266,1.46375260961828e-18,2.11022357577871e-17
"Ndufb3",1302.25900912707,1.3142433864925,0.149527813890738,8.78929044901866,1.50507496196024e-18,2.16628507874375e-17
"Dnase1l1",273.406876920293,1.58068207311328,0.17985741095568,8.78852900591787,1.51530916382433e-18,2.1774919244293e-17
"Macrod1",255.754909966303,1.74515558520147,0.198636312830152,8.78568253878985,1.55417947477061e-18,2.22974619807816e-17
"Nacc2",686.310774023787,-1.6465436674535,0.18747791798179,-8.78260055999465,1.59737647010964e-18,2.28802958158216e-17
"Sln",235.675651308596,10.4985922924381,1.19551140970482,8.78167469353578,1.61058347186475e-18,2.30323793926639e-17
"Mthfd1l",242.143518074218,-1.84700490554907,0.210530102747108,-8.77311549012881,1.73789629811311e-18,2.48131421696888e-17
"Flt1",170.138030968885,-2.25943216896695,0.257727949508346,-8.76673319008338,1.8392494765385e-18,2.62181475862339e-17
"Pom121",344.594488412564,-1.444435222108,0.164901360077438,-8.75938937938228,1.96310886598776e-18,2.79389653807378e-17
"Agl",321.86164663627,1.98544550848728,0.226954717377216,8.74820110122373,2.16780688816455e-18,3.080294292368e-17
"Hint1-ps1",3500.98286914329,0.845313935828412,0.0966943399531331,8.74212426744035,2.28767655785358e-18,3.24206906352094e-17
"Srsf3",1383.42627572343,-0.941044576006799,0.107645613745873,-8.7420615040423,2.28894814153024e-18,3.24206906352094e-17
"Rgs2",137.714572182502,2.30541595691646,0.263865910673731,8.73707388358738,2.39226035977549e-18,3.38301365663005e-17
"Fgfr2",83.6091732166533,-3.53188730290687,0.404770624357018,-8.72565124635046,2.6465312765103e-18,3.73665011183478e-17
"Sf1",371.316381420007,-1.39932491456481,0.160584261660187,-8.7139605095668,2.93438634268824e-18,4.13650816453437e-17
"Hnrnpu",3441.71938820585,-0.795903343757649,0.0913765733157554,-8.71014653840622,3.03482210687489e-18,4.27132003807787e-17
"Lmo7",1755.55998836239,0.830972018137253,0.0954054758252137,8.70989857709659,3.04146808235318e-18,4.27391131003658e-17
"Urod",315.451557695991,1.51652375368041,0.174398335671375,8.69574671020972,3.44556287594799e-18,4.83411384567152e-17
"Nsg1",1158.41433368773,-1.11910523760838,0.128857796159676,-8.68480814479881,3.79382157391659e-18,5.31433746456505e-17
"Rgcc",465.006249291864,1.47372364148746,0.170145287406101,8.66156015223623,4.65350856658639e-18,6.50832683958898e-17
"Ndufv3",229.845690605062,1.84778605192565,0.213495390000178,8.65492248766639,4.93246759055695e-18,6.88764508916861e-17
"Gtse1",142.180972163948,-2.65242371425336,0.306887686896485,-8.64297861239392,5.47661750242603e-18,7.63550355549836e-17
"Thbs4",114.5466473835,10.4204736247575,1.20581185279007,8.64187360627291,5.52985858978858e-18,7.69766700409537e-17
"Sfpq",761.969454511044,-1.14535036077595,0.132569884566835,-8.63959687766438,5.6411712568191e-18,7.84034661396967e-17
"Gas2",64.9295468505336,3.75141568840269,0.43441936168176,8.63547074393714,5.84856895435728e-18,8.11591588908081e-17
"Uqcrc2",659.969425794495,1.17942608924547,0.136801866704587,8.62141809652604,6.61299772785185e-18,9.16240105751436e-17
"Herpud1",1040.75548153586,1.12761081051825,0.131074564463838,8.60281943434838,7.77812952623786e-18,1.07599474550367e-16
"Sox11",160.928945042354,-2.2710038486256,0.26436717155983,-8.59033984902939,8.67124573700948e-18,1.1976821557562e-16
"Hnrnph1",1857.9256566415,-0.948869542809633,0.110483317110762,-8.58835132419468,8.82261413442727e-18,1.21670004225939e-16
"Foxp1",948.898515185516,-1.26716270009468,0.14755509864953,-8.58772561363276,8.87078101984267e-18,1.22144887262385e-16
"Stard7",1133.71731969247,0.982416369073057,0.114471725746989,8.58217487910018,9.30959630098775e-18,1.27988963056084e-16
"Rbm3",1022.57459934569,-1.02024136329687,0.119009206098146,-8.57279362451576,1.01004412201372e-17,1.38647260267161e-16
"Sesn3",1120.66220887691,1.10432360533547,0.128837305880661,8.57145838145962,1.021826462563e-17,1.40048480500738e-16
"Tecr",436.014922803499,1.31358250692199,0.153310817072515,8.56810062071922,1.05205853057602e-17,1.43857063904847e-16
"Cks1b",372.191777568843,-1.55523054233691,0.181515871611292,-8.56801407244082,1.05284933785335e-17,1.43857063904847e-16
"Id3",679.747942629683,-1.5126533813247,0.176654714269343,-8.56276826565963,1.10189267366134e-17,1.50327229021743e-16
"Bcar1",841.535546936828,-1.06271324836304,0.124126042595039,-8.56156553568814,1.11345095892161e-17,1.51671459105784e-16
"Cenpk",230.957298034261,-2.01628376996508,0.235571964248607,-8.55909902689962,1.13752978508133e-17,1.54714486824136e-16
"Ccna2",195.298437757504,-2.34852174981493,0.275326122687645,-8.52996340081868,1.46394023992915e-17,1.98805319605646e-16
"Plxnb2",736.780174288217,-1.19720116259472,0.140446107409651,-8.52427443291639,1.53770656023946e-17,2.08504570934909e-16
"Hdac1l",1478.36735341421,-0.870528000313604,0.102136391519739,-8.52319126768213,1.55216148841611e-17,2.10144238043552e-16
"Btg2",354.737372801405,-1.48262945429595,0.173999559293935,-8.52088051436591,1.58344830714163e-17,2.1405429623138e-16
"Aida",816.811049265005,-1.04784452313705,0.12300489804544,-8.51872193536523,1.61323652096413e-17,2.17750210227252e-16
"Lrrn4cl",57.1842265058754,3.96353128612302,0.465999247226567,8.5054456841128,1.80899298842153e-17,2.43802918666811e-16
"Lmcd1",167.09909541346,-1.99779037122693,0.235121195139004,-8.49685359095695,1.94798886157293e-17,2.62138591886402e-16
"Usp1",569.731698552558,-1.16592347219608,0.137276903927636,-8.49322383327264,2.00982690890088e-17,2.70051515931621e-16
"Bnip3",164.404328491752,2.89023241374292,0.340802928544774,8.48065603803404,2.23927699272097e-17,3.00427886127496e-16
"Ndufb5",1050.28974753078,1.13498627086023,0.133850267206031,8.4795218907795,2.26121203928949e-17,3.02913871829518e-16
"Tph1",101.954864937129,10.2524763635894,1.20941946941751,8.47718812442084,2.3070174820671e-17,3.08585270721607e-16
"Filip1",317.218820242315,4.74264513947724,0.559994493558264,8.46909245364535,2.47312326210002e-17,3.29953840194403e-16
"Mis18bp1",184.738417640324,-2.20121543449443,0.259913149532444,-8.46904221065452,2.47419012264943e-17,3.29953840194403e-16
"Tmem205",154.476349325603,2.11849095445401,0.250422950112617,8.45965177513207,2.68177108471296e-17,3.56943912484373e-16
"Dclk1",651.817650566043,1.39046053929143,0.164366195058376,8.45952866888229,2.6846034564592e-17,3.56943912484373e-16
"Mcm10",136.011209066556,-2.36216448208263,0.279361933805052,-8.45557034170242,2.77726476137425e-17,3.68712985857074e-16
"Kif18a",157.28279284414,-1.98252762546827,0.234471143998046,-8.45531604300439,2.78332439840426e-17,3.68966773827212e-16
"Plin2",181.170255101865,1.90286632487792,0.225251449989473,8.44774284457146,2.96988647781441e-17,3.9311220565713e-16
"Actn2",66.1786475457143,6.77588392216076,0.802974926873888,8.43847509478332,3.21504445956687e-17,4.2493046757574e-16
"Tmem2",197.939714313077,2.38735961053645,0.282921074801084,8.43825300824605,3.22115779959973e-17,4.25106804561418e-16
"Klf5",490.575976485684,1.31789633037075,0.156242846800001,8.43492266918133,3.31421874435362e-17,4.36740381200377e-16
"Golga4",966.985118025436,0.994572441649844,0.118056532994308,8.42454387253436,3.62158286074672e-17,4.76538158969558e-16
"Gadd45g",1249.66236804917,-0.903164772449966,0.107247490580492,-8.42131380008486,3.72285639454142e-17,4.8914043765799e-16
"Kif18b",202.204264788125,-2.20978812869659,0.262422283478026,-8.42073355741386,3.74134264884577e-17,4.90844289992376e-16
"Nfe2l2",1384.44196714521,1.10414998742718,0.131141818016163,8.41951106161344,3.78058765617774e-17,4.95262550835066e-16
"Myom2",98.3443838050258,10.2009646174169,1.21188335579467,8.41744757747569,3.84775361007351e-17,5.03320122964762e-16
"LOC301124",832.696168022585,1.27567783073303,0.151594537391614,8.41506463677897,3.92678330225425e-17,5.12903633972857e-16
"Selk",964.852419112279,1.37775506294104,0.163914400672369,8.40533264490218,4.26650556019642e-17,5.56459926069606e-16
"Rbms1",610.872083170075,-1.18876902522459,0.141440204527494,-8.40474622612353,4.28787776345578e-17,5.58428590130881e-16
"Tomm7",1722.08340657282,1.1212724948123,0.13350919776171,8.39846627506197,4.52347835588102e-17,5.88250584438036e-16
"Dnajc9",480.437993713798,-1.26878909250156,0.151153625272797,-8.394036796747,4.69729029939838e-17,6.09962003111659e-16
"Hagh",112.035542587711,2.62040224147267,0.312272722290336,8.39139013569156,4.80427166843918e-17,6.22944555258988e-16
"Ephx1",91.385003544728,3.52325303019053,0.420168479600682,8.38533398207058,5.05819365911054e-17,6.54914593854269e-16
"Cox7a2l",875.748214682536,1.00082740458824,0.119385721389955,8.38314157619564,5.15334294150032e-17,6.66264323614031e-16
"Pcna",751.878412793107,-1.25795774709755,0.150066986142865,-8.38264150850584,5.17529166174293e-17,6.68130904661878e-16
"Atp2b4",641.732354650657,1.13611214408248,0.135546054336504,8.38174264565455,5.21497616392638e-17,6.72278448958336e-16
"Kremen1",563.997032397573,1.22634135479666,0.146348099506971,8.37961927027442,5.30991838985484e-17,6.83527121241083e-16
"Bdnf",334.600006964273,-1.39296730457004,0.166260352516574,-8.37822898535707,5.37300349781581e-17,6.90648354235139e-16
"Abcc9",906.037916220577,1.01720687136,0.121440091841096,8.37620308037154,5.4662558548747e-17,7.01621151935215e-16
"Ndufa6",869.725426469854,1.31866365636602,0.157467288906083,8.37420689418547,5.55970112063951e-17,7.12587052854301e-16
"Gata3",373.861325200025,-1.44771850885474,0.172911370750536,-8.37260443064445,5.63585405310551e-17,7.2130822737228e-16
"Cdr2",344.599154262549,-1.44083581829868,0.172136503809852,-8.3703095299895,5.74670804595961e-17,7.34439196390959e-16
"Eif2b4",369.88405527264,1.35378725362811,0.161978781826061,8.35780611735835,6.38953421883447e-17,8.15421906406493e-16
"S100a11",481.445887162772,-1.57398254807012,0.188392837541401,-8.35478975003085,6.55493590520181e-17,8.35331731758884e-16
"Cblc",93.7143380578728,10.130848548684,1.21317934804485,8.35066024245372,6.78824282229688e-17,8.63825749704302e-16
"Gmnn",141.284527881151,-2.49478507575859,0.29907415133503,-8.34169407360076,7.32337142799643e-17,9.3059126931469e-16
"Pgm1",521.265161486901,1.32002236693775,0.158775408924806,8.31377085328684,9.27080827886777e-17,1.1763743172686e-15
"Myl9",2451.69761889546,-0.863222946193949,0.103858296734077,-8.31154537806621,9.44637116121881e-17,1.19694403816298e-15
"Ltbp1",1948.94696835442,-0.978048962954023,0.117734288229373,-8.30725676999521,9.79398648985395e-17,1.23922489085705e-15
"Dlgap5",226.809448316859,-1.67321002067583,0.201826717593032,-8.29032964827645,1.12935032385708e-16,1.42692771743021e-15
"Cbfb",726.862294938991,1.40475430444248,0.169487049087686,8.28826929257417,1.14908185448566e-16,1.44954669626674e-15
"Acacb",91.2226194328696,10.0926681304682,1.21772687448605,8.28812136935699,1.15051148686264e-16,1.44954669626674e-15
"Ddit3",402.327278775291,1.4565479249659,0.175765991177796,8.28685865340428,1.16278684938454e-16,1.46294045619172e-15
"Sdc4",1098.27152590823,-0.970784287761039,0.117152218310937,-8.28652074845436,1.16609360231837e-16,1.4650286147771e-15
"RGD1306058",219.861714018453,1.65097664590024,0.199266242448862,8.28528016391906,1.17831372455768e-16,1.47829345274197e-15
"Abracl",1023.16520913679,-1.06725064933222,0.128815746774444,-8.2850946103738,1.18015230436061e-16,1.4785147531391e-15
"Polr2a",564.447741444796,-1.23214085849966,0.148769605232248,-8.28220829500847,1.20911862044476e-16,1.5126737171387e-15
"Atoh8",158.086791935068,-2.27706633306929,0.275333953870928,-8.27019806695088,1.33736648608622e-16,1.67076894574957e-15
"Ckap2",429.296538394615,-1.27908830436929,0.154734403952311,-8.26634718393656,1.38125919096991e-16,1.72318380135727e-15
"Ntm",158.391146986454,-2.19446832169185,0.265706209786226,-8.25900276646681,1.46894525210799e-16,1.83000952626058e-15
"Meis1",468.841745707841,-1.53923461550243,0.186421859240578,-8.25672816360043,1.49719880099136e-16,1.86259906780674e-15
"Stat1",675.853900297154,-1.05810318834619,0.12824374791401,-8.25071947410391,1.57443740182173e-16,1.95595261022406e-15
"Aldh2",749.259572696216,1.01867550860675,0.123637429895465,8.23921614569339,1.73342540242799e-16,2.15046289464393e-15
"Rbm24",202.050117746397,2.03145874265804,0.246615412759339,8.23735515930814,1.76059262516983e-16,2.18112415054118e-15
"Dbf4",114.203002958582,-2.42220343236917,0.294062688139596,-8.23703084431888,1.76536983236661e-16,2.18400064796954e-15
"Rpl23",6733.18069687901,0.82208821493842,0.0998311971271354,8.23478269915453,1.79883849433677e-16,2.22231505654522e-15
"Ifitm3",901.835194200814,2.76854534586115,0.336690767962766,8.22281336257878,1.98784055425885e-16,2.45240523302809e-15
"Arl6ip1",738.157428368342,-1.21903303399768,0.148316690683465,-8.21912239532985,2.04997745628138e-16,2.52556086892284e-15
"Pcmtd2",239.980163446583,1.56946736800189,0.191830483252213,8.18153268132259,2.80256066074117e-16,3.44796363448032e-15
"Rpl37",2971.4618744187,1.06293843242105,0.129924739078099,8.18118581544436,2.81064099950943e-16,3.45312868655199e-15
"Hectd2",180.545829163879,1.95868876057688,0.239493057515155,8.17847824441817,2.87450885439599e-16,3.52672500135895e-15
"Spc24",209.420464061767,-1.890548086842,0.231422957059808,-8.16923312562037,3.10355920178724e-16,3.80250125342941e-15
"Lamtor4",776.465534388709,1.2061800061605,0.147818745148679,8.15985824360303,3.35418010180075e-16,4.10391086733393e-15
"Amz2",231.363087647465,1.65783708885498,0.203256964535766,8.1563605588691,3.45270706952833e-16,4.21865788234266e-15
"Ninj1",296.589355195416,1.4631794128539,0.179458102805881,8.15332041282422,3.54065889620866e-16,4.32018667788423e-15
"Map1lc3a",602.816445151232,1.05958642132202,0.12999919646549,8.15071515925334,3.6177834475536e-16,4.40824435150538e-15
"Mcm2",470.596990668044,-1.42948690491751,0.175467011569421,-8.14675586101241,3.73817320328126e-16,4.54870733832925e-15
"Mtfr1l",386.496493994392,1.33662751940615,0.164142355604948,8.14309941197078,3.85285667355847e-16,4.68185247422167e-15
"Fam20c",433.133132998632,-1.29829358376818,0.159475890019062,-8.14100227697737,3.92019019803507e-16,4.75717487196753e-15
"Melk",118.352080600363,-2.33494818668683,0.286822679010009,-8.14073766672179,3.92876811500958e-16,4.7610888805191e-15
"Srrm1",1646.81930967838,-1.08540913079057,0.133677350877279,-8.11961879605932,4.67650230423875e-16,5.65952217635424e-15
"Reep4",204.081596496229,-1.89335709330461,0.233432551617753,-8.110938599536,5.02302341381422e-16,6.0706240850377e-15
"Ndufb11",1556.68946250248,0.990435112767069,0.122127783928689,8.10982628936746,5.06921791931724e-16,6.11814021605521e-15
"Syne2",449.74356799623,-1.456135902774,0.179768805759133,-8.10004770641372,5.49376400723254e-16,6.62154889489613e-15
