"","AbsCon1.H9C2_S3.bam","AbsCon2.H9C2_S25.bam","AbsCon3.H9C2_S21.bam","H9C2diff10ns1_S11.bam","H9C2diff10ns2_S20.bam","H9C2diff10ns3_S24.bam","NRCMD1.0_S30.bam","NRCMD1.1_S19.bam","NRCMD1.2_S23.bam","NRCMD3.1_S10.bam","NRCMD3.2_S22.bam","NRCMD3.3_S18.bam","ratheart1_S14.bam","ratheart2_S6.bam","ratheart3_S4.bam"
"AABR07000121.1",7.17854484378993,7.43739982214588,7.08383071310573,5.96332422097379,6.15345676915007,6.15841725809658,6.80929545420595,7.46792881774683,7.51955028831381,7.62659944968437,7.43692750042523,7.24623402516316,5.16015964736083,5.28819527551175,5.53650823162157
"Lrp11",6.05219407858777,6.08071919762882,6.18201414411648,6.2299139263587,6.47917717122814,6.42727801985102,6.53744924319741,6.01473261110464,6.3209561021597,5.2851721295287,4.92666289776867,5.44844536313132,8.02329116082892,7.38285419995645,7.05662878089404
"Pcmt1",6.09473235464415,5.56325446366385,5.07056398555178,5.62327848988604,5.39494619777909,4.26363326225594,5.03989033973684,5.21539071237551,5.39264671753016,5.59990185199695,4.5237855005475,5.1121198242279,6.51886435824088,6.07645155738724,6.76353705823565
"Nup43",6.55887085608584,6.63244602749316,6.46866752173172,5.62596008870787,6.06249560052594,5.66364774672356,6.00691944563182,6.87735532546713,6.31648899824935,6.25009883901128,6.11593496969889,6.11279509976466,4.64328200986664,5.7243692113468,5.95669194172304
"Lats1",6.66319319655936,7.07970458886422,7.36602627918312,6.62684429519528,6.78028018655969,6.54641005019081,6.91997982835401,6.93919687346009,7.01537855716473,6.87266246747237,6.71444657370417,6.68412070806971,7.25174288773448,6.89340251354121,6.78604543068984
"Katna1",6.64915069032513,6.80550948052353,6.5517212156845,7.14202331645926,6.96602396023093,6.84749729308826,6.21490529889803,6.5317317478613,6.88825299524422,6.55348106619444,6.60704237251745,6.76275334746205,4.22505880923537,6.26879966481999,5.57474912941902
"Ginm1",5.13379642583258,3.81054271163,4.52477904843314,6.0367111679101,6.31637220603614,5.65005070402828,6.02892335743824,6.20729774955046,5.64507824124963,6.00714188298389,6.34591898887017,6.31655993380385,6.81674412776154,7.18003854756389,6.62511064070838
"Ppil4",9.49104437213454,9.38805423873773,9.57926782410273,9.93802766422579,9.69188436016545,9.91157355418447,9.61521608672124,9.47614803099862,9.5746593546652,9.64676419545286,9.7226177385912,9.54478794764335,8.86590120891345,9.00725939193998,8.25444941164926
"Tab2",8.30257737848267,8.5288465581016,8.78853675124205,8.18193852772921,8.06874322842834,8.32020281246651,8.69596138656782,8.52737364839679,8.27137611619291,8.38702623990932,8.47858676224842,8.492476416832,8.82328664628382,8.88993642292928,8.94378584392199
"Ust",6.48512480186958,6.33984252035473,6.81346992443223,5.57199641232281,6.11665193491191,5.1249700448489,5.0483228920917,5.12964382707849,5.65787155220308,6.51134177455915,6.13249659825797,6.3817498436753,6.72716094070775,6.35573473472187,6.61748731417351
"U6",7.93036168560572,7.65119572880954,8.38876944229317,8.20145912202125,8.06488437555327,8.14635010411405,10.5065007720904,9.60552811387854,9.74784245337913,7.79289955165877,7.4018799671655,7.47912040406309,8.62611434415274,8.03781065975283,8.13490361904084
"Sash1",5.17725005470755,3.99356017973602,4.97818164446833,6.61436346258944,7.14897826930503,6.94745125519774,8.50660890024843,8.13139361707228,8.16472260272403,8.75918855012812,8.70938768145538,8.66577343167836,8.2290852536908,8.4302524119273,8.53741735651491
"Stxbp5",7.81470336492977,7.7818486827251,8.25797198191637,7.87823599383654,8.01211905283805,7.85426857911338,7.87684769632826,7.14560208721299,7.13117386956021,6.47013462370868,6.49002423873402,7.05953001792692,8.27402783618307,7.94449283205264,8.14186257751995
"Adgb",0.309465447780166,0.269779022524596,0.224433874514977,0.355311676158552,0.339135448222296,0.340932963309293,4.12820504089976,4.99978030040324,4.32220339437305,1.69720694196924,2.06899809749009,2.1631953599695,0.645463021758663,0.644504007355727,0.61576825637926
"Rab32",7.34100909212507,6.91229060053132,7.2601856027233,7.13617762982113,7.45602484942108,7.6107129248007,10.333356208998,10.6761508177868,10.5069767314408,9.45047339396957,9.38215043079448,9.37576767186202,6.20438063993378,6.36305798119303,6.14654768945835
"SNORA17",6.03945756277054,6.01722768546285,6.22572792951979,4.36596326386025,3.59059449498296,4.45048351884857,6.39648089794683,5.43433799396839,5.64825499444478,4.81391015904576,5.58912531164575,5.70544293458598,7.46109272157212,6.92500140520481,6.6247594965895
"Shprh",7.17552266513291,7.44173806768441,7.1180181333649,6.96266008990968,6.6294475542651,7.09852233863252,7.03453830373577,6.59046991452148,6.67497705822799,6.54864912674264,6.57886084460252,7.01605284638097,6.29459822523768,6.466070764258,6.14254539515984
"Fbxo30",5.96600206289543,5.89708628564696,5.52574135039903,5.75885468369995,6.43850173966366,6.1719573994752,6.48386040035731,6.20145356982349,6.43959663589028,5.96696398115614,5.34754758458148,5.20732291999092,5.75280689120263,5.10788157439014,5.82844396513802
"SNORA70",1.1008145913244,1.05309031845001,0.998880039260246,2.68483981657389,2.10030345052911,1.13884960878104,4.69118951752372,3.58790034295432,3.65262367603374,4.34900199280349,4.14899545539433,3.9932602796039,4.00713397407397,4.25749718519992,3.03237055847733
"SNORA73",6.2471975411649,6.66547754920873,6.67481009107404,5.51049045735576,6.76680243515205,6.11312196128081,7.51488582137541,6.82260618808315,6.99794997637813,5.95306359878483,5.88617565331717,6.05868429551646,6.11015725315142,7.05332790488702,6.63037237140045
"Utrn",10.060891313886,9.99504049154281,10.2735187265363,9.05501211365068,9.01854561545568,8.86522769666642,8.85745148458818,8.21999676877464,8.3556395702152,8.63881227033604,8.53704806828707,8.58169836644086,10.2731184933331,10.3156707828918,10.2010970542059
"Stx11",6.44887812144036,6.99367328631612,6.25012843447823,4.81217210064509,5.32847202414741,4.6391490570867,4.53108143840499,4.25419492858905,2.71723095526982,6.26299734942414,5.40630567123085,5.69746683379756,4.16849587196907,2.86157680317787,3.29130306348945
"Sf3b5",8.8752975701501,9.34789007428769,8.88579111385073,8.71073163503288,8.70873533204739,8.76605781691861,9.0590437984602,8.66064364784008,8.8013332930393,8.89194794111538,8.53993719670954,8.86577460470945,7.87761131162592,7.95798193317916,8.45625786891222
"Plagl1",7.2327527996516,7.46755175442905,7.80584657338562,7.72803621918878,7.60436506575586,7.55223695525477,6.32229945666375,6.39900539965749,6.5872294993694,5.42208303345427,6.04039275930954,5.51436924591682,4.42520626752824,3.89270915795825,3.6488255819611
"Ltv1",6.99977503042965,7.56809016258995,7.22845773585894,7.74778999597076,7.58114865536371,7.8354416359169,7.34878096939943,7.65489535749437,7.43315985882575,7.43081654562,7.00245290716047,7.11715440500706,6.57561552415488,7.22543098934811,7.01816987294727
"Phactr2",5.61187188967134,6.26101901414869,6.50723300914912,7.07699078870713,6.96233187265865,6.98754059639891,6.54327027128963,6.88719715264127,6.77428425547472,6.02400898214433,6.08941690105898,6.20225946619275,8.11674274955702,8.36885023946326,8.10783486351144
"Fuca2",1.29874386636546,3.64036167708143,1.78679484850952,1.38582943659484,2.70786210850827,1.73015580544234,5.07877595776541,5.15701667606019,5.73985583290252,6.06719653776208,5.51607136335166,5.97594968080441,7.75678657100664,7.21998570381509,7.62962547613276
"Pex3",7.12728765143815,7.29879725763199,6.66664837183628,7.64078142885226,7.52760351391349,7.26658711585281,7.04299443585731,6.96952332401968,7.29396244613067,7.2368241816403,6.83246221608718,7.21237330836661,7.933856548398,8.18349496861522,7.75030523805774
"Aig1",8.32366837664155,8.46320607107187,8.51874126925049,8.68063478465249,8.86565993997651,9.00552635213966,8.92122087933171,8.67458359047903,8.54450770977426,8.47015541490158,8.55255590804169,8.54273292386045,6.8433373464119,6.70181594403483,7.01191179883675
"Hivep2",8.39881196428015,8.32236585344739,8.33881854484799,7.54812009622848,7.43545862782161,7.77022682922344,9.05527174450067,8.45941364753245,8.88663327321537,7.16651854863317,7.60649210509493,7.67872124541761,8.14141769086881,7.7107705036255,8.22990909429907
"Adgrg6",6.40240403118818,5.6971782560244,6.26250656470358,5.84090989979352,4.63239478751019,5.39904694643188,4.78501879125029,4.25966836302753,4.45398743248153,3.56760250638057,5.11488265071004,3.27827298469532,4.49679979682093,4.17064010029916,4.51115024202922
"Vta1",7.3505139839982,7.26179872168193,7.57335274476748,8.46680438629377,8.2975562771549,8.26589921797209,7.58337800822136,7.69304213873682,7.48653912244915,7.3289821043311,7.14369683046839,7.21080024553863,7.34641832207129,6.29171268882538,7.23965305466277
"5_8S_rRNA",4.1003289399545,3.07549702833391,3.47784116801644,3.26407017730453,3.45677134063869,2.79500934985637,6.45890892654165,5.37770963676713,5.39336959155649,5.16422571417674,4.75057878856534,4.47717816956215,4.29317547814166,3.939716332047,4.49489322617163
"LOC100909555",5.27008968420513,7.4573544539017,6.15959504788326,6.51051927343974,5.31822076043222,5.89725997780025,5.32836122042419,5.34614085123207,6.46387155146935,3.60863514204208,6.39333349085487,3.5238279004593,3.66889582049505,6.87032915074121,6.96225932594252
"Cited2",11.3866435061035,11.1566402651072,11.2146140392869,9.83543111042796,9.54122488772264,9.83937920720791,10.2487797260439,9.84983104067091,9.97528245797697,10.5139100875005,9.96613852653078,9.96055665857891,9.06238094391158,8.74053233764649,8.69071897725744
"Txlnb",1.90089944244354,1.80978672100214,3.60345529645229,8.28561461369778,8.53137934310842,8.49361410690291,6.84533105245066,8.57932751791095,8.47828927417111,6.75702223850782,7.36566620286738,7.37752022882223,12.0743464381312,12.1861748459914,12.1103470868703
"Heca",6.83565504217597,6.78810886158986,6.64167903664168,7.61781583084554,7.49531160586778,7.60395029182509,7.5166355040204,7.49253689397615,7.48290081410156,7.47573025708984,7.79611886166481,7.39386687718092,8.67455880335046,8.48843981855085,8.43900159139272
"Abracl",10.2058863445385,10.3978884145121,10.0954735429745,9.29601813073991,9.0873922668065,9.11414981625943,9.20155932913078,8.98366855127471,8.97870479491582,9.7647347041773,9.75247562120606,9.73504493450626,7.4185425193851,7.20752420889725,7.49379484368604
"Ccdc28a",5.08143935166761,5.66740938077597,5.52404840851351,6.19376852389691,6.33139308469358,6.4832222566643,5.50669863131759,5.8346712872023,6.24773995902236,6.10440560689085,5.87298584598984,6.17417583311619,8.03293567256938,7.72313029555631,7.41476898687051
"Nhsl1",3.1429310883686,2.73875773554236,4.68236735644198,2.76209123332764,4.24292303732447,1.9702947798396,3.65606426558567,1.6432246305169,2.12085241620893,3.95522956556878,2.92804602172939,2.61733959538665,3.48034329421371,3.32879237455286,4.35456678110071
"Hebp2",5.59499471937891,5.79653650306841,5.4225669152175,5.28892582248219,5.42880272893783,5.22495779688114,4.80153466089421,4.56459781411686,3.46757241320225,4.75586973503596,4.45095041627424,4.84991501736659,2.06792862699434,3.68358643462562,2.01527287390802
"Perp",1.43762200537628,1.35478688033125,1.26030591389351,1.53356958200785,1.49967865592423,1.50344249808065,7.6982028350833,8.06835670923938,8.03625905752578,7.27736080693938,7.2770064265456,7.35184745980591,9.33726930905105,9.02288626900531,9.05165080797185
"Ifngr1",8.07490726215143,8.36806707435821,8.82743467381536,8.22517580221248,8.1693153542499,8.37284944160872,10.4115379557291,9.82034429422924,9.95208984043025,10.2136762405308,10.2773985659446,10.2229911222782,10.1677675924663,10.3405908432713,10.2301833540705
"SNORA42",5.59755821437988,5.19932675628655,5.61278343276123,4.64864072293516,5.76999536616117,4.75895115420041,8.29117794308886,7.18834471785413,6.68413239342131,5.77824406011396,6.08875678750382,5.62264507362191,4.26579718158867,5.64374718958259,4.60368175021547
"Map7",0.863052155674428,0.811590049392889,0.752871933594424,0.922607908363985,0.901579916013164,0.903915740841634,4.27830981650413,4.27993037322481,5.06723550460352,2.32397678252581,2.48832317891403,2.8305111568001,4.70741416010951,5.12787771640768,4.4530826935119
"Bclaf1",9.65050498008576,9.54629316841099,9.73957011792695,9.90571903213952,9.93091359442089,9.72082616201292,10.2866833394674,10.3282732895684,10.2743189553956,10.1997383916669,10.2824756076972,10.1760670789352,9.71471250886757,9.54244019737533,9.56225590324632
"Ahi1",6.76492985856214,6.16514313008486,6.67730227987754,6.69268022227788,6.445113759231,6.246601874886,7.8126394775301,7.49771445532723,7.44188961828704,6.17798784047254,6.55952096226431,6.11791189033433,6.56638327847004,6.70793253997955,6.06820946603244
"Hbs1l",7.4096969579849,7.20073350047149,7.54512901843236,7.7611469198312,7.80527177936895,7.65666812854003,7.98761694774683,7.92947911803103,7.93944079616734,8.12915968354211,7.92986446955609,7.8366385952404,9.10704102493806,9.12167686437215,8.74662907916993
"RNaseP_nuc",5.67520588711612,5.80354819112175,4.9255534361276,5.58961398410388,5.75179708888081,5.45063827769077,6.41861239021185,5.69152507529717,5.22910663445511,5.47247242643029,4.64657370874214,4.20864113506264,4.23441104160109,4.8136925874661,4.47647364787959
"Ptprk",1.47425469740514,4.43599546060699,3.5106851211736,2.66730493027758,2.98070820749444,4.35259442186988,6.02534327748978,5.37231283712425,5.41855993878538,5.25074286227746,5.37515783224977,5.29542753474506,6.06317676042582,6.17596111280708,6.22575942003094
"Lama2",1.47037315128548,1.38682985711449,1.29155904743767,2.18282242449964,1.53297037098271,1.86924854879613,6.72947519207819,7.33244011741578,7.2042033478675,8.40308386717047,8.38489821748632,8.32732826143361,9.35947061387924,9.00277962029154,9.3518160908159
"Arhgap18",6.36242260804765,6.47402729304184,6.62698450048594,7.40855724570784,7.33913411235514,7.39122637128275,7.54987888331795,7.24124545803846,7.42486711298453,7.38599994751165,7.41401612423497,7.4354708742738,8.55060692037427,8.44770580115719,8.56955759939926
"L3mbtl3",5.83398690284412,6.11237702077255,6.33862370039321,6.03456013375428,6.2025450126395,6.07022802579078,5.63274864916171,5.7240819502643,6.49044046246,5.814638020494,5.76567751059451,6.23041875365484,5.83833965886743,4.42286260050601,5.94042248627093
"LOC100360791",3.0616948858047,2.96794398717098,2.55543084472923,3.17089186530789,3.79878085224138,4.11958282363718,6.022257359136,5.69997741726213,5.57918789359195,7.03811838294285,6.95886926957237,7.0152742373162,5.46781168820502,5.19112641435901,6.1002988817904
"U11",7.65221104038763,7.30603914355862,6.92133864980624,7.67258140081931,7.80718235850886,7.60746604336703,7.12353139637983,5.66598059367579,6.53246441014639,5.35404836986701,5.04758531478443,5.89886691424379,6.11247637295673,5.61217385169074,5.75555836751107
"RGD1559962",5.79013296000866,6.22966835289276,5.90856703534237,4.36112893548582,3.98973134450386,4.26593961366711,4.89522753807743,5.04016061527431,5.33245568059792,5.05739430330159,5.0183054393244,4.47895746297169,4.59190201502604,3.91235184396852,3.97826845156354
"Epb41l2",6.01639108750176,6.29561907752251,6.46338254178345,6.14195932772934,6.78790682315957,5.74281215336027,6.24032033583878,6.81137281753825,6.65390212124807,7.45074043275525,7.42974796060849,7.3636702478156,6.79582767963025,6.74936624307197,6.22532410789177
"Arg1",1.40795835102592,2.10054517986691,1.58922852941486,2.72216041842292,1.04607599808853,1.04801621408132,4.52537126566343,3.25237287246653,3.19292369070919,3.64045129568532,3.88912586714539,4.62473119468667,3.43882213849182,1.87134461104519,1.82940131355346
"Med23",5.80684569406603,5.11086895974927,5.85554612223874,4.80661952648484,5.54500610775161,5.52369737997496,6.39232349802569,5.74097620588539,5.76588896290393,6.27593366932218,5.75985837803154,6.15775015813636,5.59062360304149,4.15438738418004,5.83789684835129
"Enpp3",5.18139860868636,4.15715336162902,4.4256141437892,5.55656590092729,5.00300109268323,5.91226963783493,9.10130443701363,8.42740017009617,8.48417701233097,8.32965763000531,8.08985902883935,8.07314901716808,6.34016390456853,5.70278914008533,6.57156639936433
"Enpp1",8.00393286924831,8.28296667957265,7.73408527212844,8.78868008752372,8.92841911611915,9.33946680449555,9.58944945613341,9.44712122317007,9.34129147969276,9.16300814384028,9.66173979679306,9.40569706649791,8.17883171861496,8.22711625015233,8.0232891296004
"Ctgf",14.1703827878173,14.1347241859543,13.7714505030916,12.3640041410229,12.0530856149772,12.442037999605,11.9489713486869,10.9864973800498,11.0755874096559,14.151622679858,13.8131311405825,13.8842618299793,8.83695537222463,9.74072482955716,10.2100930045673
"Vnn1",1.37458192236716,1.29327508759655,1.20050183128441,1.46872103544229,1.43547372440605,1.43916635170311,6.27420968162241,6.24710345732767,6.3945374300442,8.18782157807103,8.18381981702051,8.21078471866146,8.42555567141974,8.8424920855963,8.60885307618465
"Slc18b1",4.92218362744927,5.14257446131421,4.81533914214091,5.10808499077297,4.99655085528798,5.20271198369083,5.53936241087785,5.41858033831707,5.34385006547331,5.6545830444042,5.74745711813716,5.91279123174503,4.22116373293793,4.43955606171291,4.0204557295233
"AABR07000670.1",4.1880330887784,4.70209124627613,4.36835355956979,5.44396006369054,5.79691442404974,5.63912317241675,5.10478476567839,4.50028619284563,3.59018720497607,4.79871314295106,4.28904367050754,3.99292052213534,1.94936726718918,1.94774816602297,1.89940845658847
"LOC100360573",12.1660353603222,12.0267469582699,12.0718776369617,13.0375884643533,12.70668032287,12.719397790608,12.7641619282702,12.987725535322,12.9242534128859,13.7972190440766,13.633841588258,13.8933578355404,11.3351842748487,11.2314890697249,11.6676275878203
"SNORD101",5.39476616056361,5.12081009226111,5.90052268412418,5.59311446626946,5.73952648753375,5.90995879653669,6.66861482769096,6.420495169615,6.19533817484475,5.31272854460541,6.19235855102587,5.616917514787,3.83143589610459,4.66506048854206,2.92090299068237
"SNORA33",3.00244244331857,1.20521424453248,2.7066346598872,2.66416042231975,3.06316679261163,4.38274862355243,5.57384438554422,4.28172253700377,4.37948212622985,4.54448329980129,4.53802902242624,4.27602780452678,2.81889230063667,2.53245612019591,2.13131283430871
"Tcf21",1.19385702321107,1.11691289083662,1.02901642357857,1.28283545494351,1.25142457172828,1.2549139904932,7.42110242499789,7.57036102272577,7.39401328315103,8.37755899886693,7.67681493768848,8.07262169035991,4.7081533982676,3.92411620040333,4.62285828687656
"Tbpl1",6.64759784198301,7.3416631074623,6.99706962026992,6.84582771653765,7.03310389858314,6.68572373193243,7.53132416550492,7.16723305148486,6.74305102030269,7.60054430469503,7.10872406392932,7.29571418125408,7.16550779231113,6.50816433886416,7.2490838610567
"Slc2a12",3.64895470009559,1.09790296368296,1.40254255816551,4.46291293556935,5.04568900285521,4.61242286271783,1.14533202070448,2.15377340241733,3.89136889533095,3.56359027351779,2.72735817685236,4.05253574993533,6.48268748308466,6.57570875352378,6.31642085384156
"Sgk1",7.05536245288215,6.69617766452593,7.17200829931914,6.92831552216301,7.3175235829147,7.49532989411429,10.7893892396135,10.8449845365061,10.8235097790704,9.57769221787552,9.35510964833128,9.43302013069052,9.33567893624578,9.56097888371562,8.83728994762536
"Trdn",2.07090837624776,1.97765158557195,2.31134131215128,11.3763809219202,11.2175185834202,11.0471424384415,7.54475435582526,9.42178954450143,9.54013904676503,8.4260619914067,7.88554049542622,8.03247275760328,12.2840973130891,12.3668405015578,12.1258089714409
"U4",5.37302024302926,6.57161617255867,6.12611261338746,6.45209557337633,7.01339260759307,6.86189161237288,8.13678696353406,6.99487653373521,7.0900339449375,5.31553354908531,5.27786422092403,5.16359871065144,3.85918619444172,3.6865819248737,4.3128715199574
"Tpd52l1",0.962281946213097,0.893144600168597,0.814042593274367,1.04209692784241,1.01393817044095,1.01706725944973,3.74393962866358,5.19059880845291,4.96387791785709,4.05566687553079,4.11108375794901,3.68765252542155,7.70125674384867,6.83504823638036,7.46316721348838
"Hddc2",5.99820179451185,6.48070358944733,5.94470141185123,5.94224507390093,5.98147513460619,6.06527651197402,6.11109195511283,6.88507684737887,6.73143500958695,7.39161125135852,7.21502956679976,7.11342117445292,7.10402372253078,7.30858453271047,7.16095105140458
"5S_rRNA",6.64867774820358,6.56352814311401,6.85962252426811,6.35789862512796,5.97786196558288,6.39468660162597,8.03661551472428,7.43629056832556,7.45109606925594,6.04926363098623,5.39125015271308,5.02312969913041,5.5449777220193,4.31800903982333,5.6041240783033
"Hey2",4.35866261407128,4.54115916752013,3.32313912346317,4.17998792075146,2.17826291515335,2.98185831265161,4.52399397158619,4.32107141467363,5.22791240768246,4.68012384694777,4.67326088879382,4.55566690485292,6.0615853598698,6.31587266051293,5.66005149717679
"Ncoa7",8.00880241592047,7.94327721074138,8.12392229182219,6.98166189308856,6.93623634196552,7.36439275976736,7.95429314496968,7.54882800382089,7.79356056791639,7.0409247550975,6.85700494706011,7.08597819171244,5.95990314571727,6.61509281221419,5.29044858755286
"Hint3",4.86284395752283,4.30144499431577,5.01893730978347,5.49626173911162,4.47574295334112,6.19990125943133,4.71154669693131,4.99167426564357,4.54616289639692,4.86377009191495,4.93270005677304,4.92478028901274,6.87651512772615,6.1438600806901,6.75465882533096
"Trmt11",4.93699503167716,3.95966178402682,4.85833323294146,4.16094520139395,4.52265539587817,4.57535185020506,5.83428246646187,5.62315415422839,5.17982687613916,5.50346887995804,4.49348380012826,4.41851334903662,4.03937244281453,4.57031956755437,4.40539728738873
"Cenpw",8.81242465886196,8.77781691966643,8.583180791813,7.1988477876456,6.82711819873391,6.9799426997126,5.9673306958841,6.12505669292806,6.14457565615423,6.98970756994725,7.13237543897012,6.87619152190208,3.89522637991127,2.80576969799215,3.2543294733494
"Rspo3",3.26647068031503,1.97578440430913,3.42451572735101,0.970188192554386,0.956083791401079,0.95764745779198,3.86568153715886,2.81823127454838,3.15637317848011,2.98155758108257,2.70420859941298,3.78144438172598,1.23580673685799,1.23488814725016,1.20749402448376
"Rnf146",7.85955966193512,8.34645182437778,7.96775308049725,8.45431132332932,8.47182089150126,8.548544092021,8.32954127752209,8.24615290558542,8.18266629623096,8.52131150832859,8.30107732042773,8.27699189415965,8.7644278789151,9.07749072953465,8.87815783787368
"Echdc1",7.05720838616459,6.38422899829554,6.3499256262759,7.2085921778624,7.26947121189905,7.12616850770851,5.72576675896094,5.50565992969052,4.95221602008062,6.26807191917262,5.74936667333195,6.08128616642569,6.16524968904124,6.05953799365723,6.57190113866289
"RGD1310049",2.25237947867842,2.36915050101544,0.853447362756875,6.42475351441669,6.31774299943199,6.55563166497227,1.72149140043553,2.0317299003023,0.951702138255122,2.9296212769353,2.62512011264152,3.20444220200617,2.98344251509197,4.63986556066331,4.40630570788982
"Rpl26-ps2",7.28442227619092,7.54200642191231,7.01351694718501,8.57332448033447,8.29455393325636,8.42260487016108,8.22319606063183,8.38476401083629,8.54538281259783,8.77411130892547,8.95822504359742,9.46138013670293,7.86468478726674,7.62903753634937,7.98100773739089
"Lrrc14b",0.879222768259683,3.18320077373865,0.733370019079783,2.04815024484422,3.4587020399999,3.46315663259532,1.2907664268533,3.758921126417,3.32832466498829,2.59364571813533,1.30743682088801,1.87797318374626,7.60045194985586,7.52991886288348,7.33103839676758
"Ccdc127",8.11918315799119,7.98466711792756,8.06595243064079,8.32746420773626,8.22561014335391,8.45597909870659,7.98176540804255,8.1721668928996,8.13925425687465,8.01453021386323,8.4424285405796,7.89410076954522,8.84477041077454,8.84174411503774,9.29474552356264
"Sdha",7.97447600586721,7.64633594175655,7.7177647043433,8.79092171421613,8.81349110340353,8.55082726584354,9.00668810808397,9.32567056161087,9.31346252156473,9.07487657730519,9.01514725015545,9.07976544295014,11.8482971622188,11.855896356623,11.8818946155607
"Pdcd6",8.29022501111112,8.74351306391593,7.9936768964535,8.76698715679957,8.67649933906098,8.66234629234357,9.11771590853702,8.63513505622934,8.93844960443528,9.08899234937546,8.87811307266504,8.85770280147263,8.37089588151738,8.29791381702663,8.67805993714891
"Ahrr",6.67232640694415,6.64573974700023,6.99142316528334,6.26505587199309,6.5779912173545,6.22653025640042,5.28696373436485,5.60846199763025,5.9712084252015,3.88290203059053,4.34035370366562,3.22503885258722,2.10889194423873,2.10697667751049,2.04979939967511
"Exoc3",8.85819922992397,8.66358862853838,8.6772622301944,8.74395629105223,9.04782853841467,8.80896087070597,8.53593777255061,8.99575140483483,8.69041005491049,8.39227486378443,8.26113038479599,8.29918112506964,9.05778495834625,9.31501239696635,8.93117254173012
"Brd9",8.74388678665042,8.15186334439051,8.8407827918939,7.91691873960555,8.02018537892649,7.71480429506624,8.42044021508117,8.8853164844247,8.8425988891455,8.68344986217154,8.8364889745687,8.92320420812619,9.0485136452034,9.01701813755377,8.6352315241613
"Trip13",7.91849064219778,7.90701461724051,7.95997663164129,5.4135033416776,5.06098786760054,5.54774776638038,6.69674136243694,7.10790641459996,6.78892463690096,6.57868682755887,6.67640642971779,6.33124775522047,3.50378762925629,2.7433174564692,4.07360203611545
"SNORA21",5.0970070974799,4.70169114578672,5.92677564785733,4.69425097963622,5.47081188159136,4.70563225713584,6.76078527697738,6.10226787409099,5.80087161797799,4.80259083400995,5.43979566446593,5.6354449256228,6.16331340327552,5.18741389972009,4.8369539795572
"Nkd2",7.81157835708295,7.8127572625941,8.09183831186501,7.73534382486027,7.75566831445493,7.61250517265893,6.39336503637515,6.24326537321511,6.40211354523195,7.88494004771343,8.32926510232672,8.11199660756288,5.48852411234073,5.87119267818817,5.55650070782374
"Slc12a7",7.45402391933319,8.30856605692167,7.47817196388475,8.12068359830136,7.68622458090219,8.07946949352731,7.50471638074881,7.03660373751259,7.14165231858006,7.73067466345864,7.8075198155149,7.79890181860036,10.1017188361841,10.0046447348553,10.2238164324981
"Clptm1l",8.68284323447465,8.79792761715118,8.4007528093683,8.09691499077719,8.20491813871701,8.16047786065219,8.66289756214053,8.33645295092049,8.72565932459525,8.46561105151417,8.40461830207995,8.60798436322714,7.89115613306439,7.84525255728493,8.25492275669265
"Lpcat1",7.07831111820227,7.38679566122619,6.91381437815026,5.62295062939142,5.86884380143107,5.7836877070992,6.67731224647429,6.82237281015624,6.54005013273401,6.30942080710225,6.52231175534513,6.43727975012012,6.17808785255064,6.20789199514772,6.65246326748799
"Irx4",1.04795948996134,0.97865881702343,0.899421291393212,1.12801712688264,1.09976599860096,1.10290498442675,4.94059173816298,5.74441112330135,4.80748376641007,5.09576445652351,4.40313611423289,3.78688265940684,7.23400820114663,6.49235532775683,7.33112660101134
"Ice1",7.57360435984461,7.28636718336365,8.02268112637366,7.46748122586902,7.45158280634003,7.56321003581482,7.32932148105326,7.47174159256907,7.21950231651041,7.37647251062188,7.33896146343591,7.25151618270736,7.98480275730077,8.16257965692236,8.13977551281053
"Med10",8.58604253310394,8.40303815343364,8.12588838353993,8.12137664507543,7.72196205401994,8.12301543564515,7.67266294116271,7.79116198593145,8.03199638949061,8.18922195458126,8.09957215000795,8.10972664472195,7.89141965545758,7.73370801587868,7.71272347829136
"Ube2ql1",0.365254266664938,0.309529947494223,0.740513347139557,0.429270213204326,0.406725263235201,0.409232712480866,1.85164827880608,1.61867010832891,2.42227786610665,1.60698212204877,0.877097515552329,0.317930249360263,6.156729821296,6.53804119241128,6.50230068879321
"Nsun2",9.27686749074084,8.96270860370599,8.89708727938029,8.54558418063269,8.66354784005476,8.51873149725057,9.0884383806025,8.96496165992294,9.19879963031593,8.53373159990447,9.02697791342601,8.76885681211042,8.50458006629275,8.54248578798071,8.60503309551714
"Papd7",7.05945170504707,6.60605020466113,7.15230614866065,6.06336980405434,6.16798702556394,6.27497216806332,7.25349739831752,6.4044036463321,6.78923551938569,6.45731613071961,5.95123623304883,7.11582630274398,6.55968299011131,5.96803839052102,6.6146254035392
"AABR07001064.1",6.21893433503186,6.27876789591513,6.3810394466373,6.34568294936834,5.74739538546337,6.2559405527553,7.84344503803839,7.53163412325272,7.41713550363022,7.30728562986504,7.08163335402771,7.28579327088714,7.0676284562435,7.13469726759741,7.14602082964174
"Fastkd3",3.54434843076214,5.4517678033667,5.51623428552806,6.06016829307379,5.53235578646511,6.34920731879501,5.90840318847783,6.25266320869028,5.85799470337055,5.84319825061189,6.63644640662071,6.10111965066298,6.35418339078899,5.16202096990799,5.9619487728942
