"","AbsCon1.H9C2_S3.bam","AbsCon2.H9C2_S25.bam","AbsCon3.H9C2_S21.bam","H9C2diff10ns1_S11.bam","H9C2diff10ns2_S20.bam","H9C2diff10ns3_S24.bam","NRCMD1.0_S30.bam","NRCMD1.1_S19.bam","NRCMD1.2_S23.bam","NRCMD3.1_S10.bam","NRCMD3.2_S22.bam","NRCMD3.3_S18.bam","ratheart1_S14.bam","ratheart2_S6.bam","ratheart3_S4.bam"
"Sash1",7.89918954925648,7.64797020717559,7.85297459474909,8.35181561090365,8.57641170747027,8.48770638926764,9.31432185815634,9.08510191160771,9.10459619400167,9.47967727260241,9.44637982305662,9.41740081191415,9.14434088868214,9.26774136168851,9.33554873905187
"Stxbp5",8.90358452139097,8.8858143988223,9.15747118169588,8.93836952246693,9.01339157310238,8.92518134466984,8.93754024537883,8.57099455908915,8.56454926656387,8.29292135284066,8.30037180022768,8.53259509833297,9.16849920298067,8.97580497232824,9.08928984864552
"Adgb",7.22585427624224,7.22585427624224,7.22585427624224,7.22585427624224,7.22585427624224,7.22585427624224,7.90030331789314,8.18766983466684,7.9561849294272,7.44616791893776,7.49479252649915,7.50729225595534,7.22585427624224,7.22585427624224,7.22585427624224
"Rab32",8.65746538693006,8.46689853076726,8.62009708161243,8.56316667689207,8.71250220233785,8.78940018932273,10.6570509521564,10.9521329529395,10.8051901869342,9.95038426991255,9.89933627554037,9.89452542595879,8.1901559940344,8.24672328781909,8.17125829161941
"SNORA17",8.17580711878246,8.16803909413886,8.24184445552767,7.72668226457342,7.58413189153256,7.74453741281812,8.30648538092824,7.98560560501815,8.04867149405531,7.82546938264032,8.03080298991272,8.06625977952643,8.79687442229229,8.53244780031212,8.40091917748907
"Shprh",8.60177235227953,8.73105363024874,8.5749393025609,8.50520089988848,8.36546130818731,8.56619115253517,8.5370984926043,8.35003770456687,8.38378559544412,8.33367192297473,8.34548388099724,8.52878634076833,8.23655887774842,8.30074889645138,8.18259283048169
"Fbxo30",8.14548276735607,8.12239457639252,8.00677726085119,8.07757197248167,8.31828649914945,8.2176537049275,8.33608598508013,8.2283100661054,8.3185000933433,8.14580884390438,7.95563335154197,7.91784630675277,8.07511923683156,7.88671921863152,8.09973225499426
"SNORA70",7.22585427624224,7.22585427624224,7.22585427624224,7.50825954846425,7.42244353072585,7.22585427624224,7.94141785082986,7.6678525176231,7.68077579746239,7.84484235586242,7.79351585384625,7.75558498906143,7.76757743411082,7.83000301139353,7.56533412889974
"SNORA73",8.22776906690011,8.38769983482791,8.39145044215031,7.99147251509857,8.42972674058927,8.18061354599958,8.78064300708751,8.45331735590275,8.53009639388579,8.12705123523434,8.10542769579733,8.16227283925748,8.17814831065133,8.55696861449364,8.3740204130324
"Utrn",10.4106173503991,10.3571068887051,10.5861519902758,9.64705928002116,9.62169223621591,9.51689086873376,9.5117051850538,9.11028738205639,9.19119146396863,9.36785977310042,9.30310379296436,9.33140874395176,10.5865052812062,10.6221827707329,10.5264323117608
"Stx11",8.36752275196883,8.61235188241825,8.28714094430934,7.8429934685913,7.97924077806648,7.80226343662477,7.77818857588282,7.71954590275068,7.46633504135852,8.29292135284066,8.00169053501401,8.09138572720222,7.69568240780188,7.44785455656587,7.52963379433974
"Sf3b5",9.53151685856405,9.86668545413763,9.53860751196239,9.42165468745334,9.42034327647089,9.45818965200495,9.65842055037531,9.38893553993773,9.4816833621569,9.54283416315461,9.31149197011355,9.5250465259979,8.92029309101297,8.96458968502455,9.25863597476548
"Plagl1",8.64289145170209,8.75884954264182,8.93950720332403,8.89724130039691,8.830473592179,8.80303593657902,8.26020139970982,8.28857340962148,8.36098444753937,7.97339466231786,8.1615836906812,7.99947496953563,7.72085631589063,7.60961708866434,7.56533412889974
"Ltv1",8.51027908691654,8.78000718903969,8.61376146367599,8.87448992126061,8.78679432529855,8.92212391149191,8.67088254846666,8.8250796274813,8.71210474226239,8.71095973557266,8.51145638141947,8.56257393640877,8.33282235917178,8.61205789242011,8.51756518258685
"Phactr2",8.01829396152379,8.22696594283153,8.31754545193411,8.55445618410261,8.50347544016041,8.51453627260524,8.33121777961938,8.47098224439758,8.42351494248272,8.14580884390438,8.16759009572505,8.20633134456069,9.0996455676179,9.25442255326627,9.09405205449
